company_name,phone,address,postal_code,municipality,province,business_purpose,social_capital,start_date,coordinates,url
CARIGMA 3 SL,+34926346309,"PLAZA PUERTA DE ALARCOS, 4 BAJO C 13002",13002,Ciudad Real,Ciudad Real,CNAE 68.11 Compraventa de bienes inmobiliarios por cuenta propia.  CNAE 68.20. Alquiler de bienes inmobiliarios por cuenta propia. Siendo esta su actividad principal,"3.000,00 Euros",11/04/2025,"38.98234777782419,-3.93297066804535",https://www.datoscif.es/empresa/carigma-3-sl
PUERTO ESPAÑA 360 SL,349268330,"MENDO, 72 13195",13195,Poblete,Ciudad Real,Construcción de edificios residenciales. Alojamientos turísticos y otros alojamientos de corta estancia. Instalaciones eléctricas. Alquiler de bienes inmobiliarios por cuenta propia. Comercio al por menor de vehículos de motor. Limpieza general de edificios,"3.000,00 Euros",29/05/2025,"38.94664391056905,-3.97369330499059",https://www.datoscif.es/empresa/puerto-espana-360-sl
MULTISERVICIOS SAN CRISTOBAL SL,+34722517522,"LA FUENTE, 9 13260",13260,Bolaños de Calatrava,Ciudad Real,"Actividades de apoyo a la agricultura. Puestos de comidas.  Restaurantes. Comercio al por menor de frutas y verduras. Servicios de bebidas. Cultivo de hortalizas, raíces y tubérculos. Comercio al por menor no especializado con predominio de productos alimenticios, bebidas y tabaco. Actividades de tel","3.000,00 Euros",02/06/2025,,https://www.datoscif.es/empresa/multiservicios-san-cristobal-sl
ALUASTI SL,+34943444418,"C/ TRANVIA Nº39, 1º IZDA.",20014,Donostia/San Sebastián,Gipuzkoa,"La fabricación, comercialización y montaje de todo tipo de aislamientos térmicos y acústicos; la fabricación, comercialización y montaje de conductos de aire acondicionado","3.000,00 Euros",25/04/2025,"43.29471106457480,-1.95331154210899",https://www.datoscif.es/empresa/aluasti-sl
CECIMAR2000 SL,+34943780708,"PLAZA FORUEN Nº5, BAJO.",20560,Oñati,Gipuzkoa,"1. El negocio de la hostelería, servicios de comidas y alimentación, bares, pizzerias, pubs, discotecas, restaurantes, sidrerías, mesones, establecimientos con comidas, cafeterías y sus complementarios, así como la compraventa de bebidas alcohólicas y no alcohólicas, importación y exportación, etc","50,00 Euros",09/05/2025,"43.03303913040026,-2.41403454844057",https://www.datoscif.es/empresa/cecimar2000-sl
ARKANO BOTANICAL LUXURY SL,+34877235255,"C/ RAMBLA NOVA, 109 1º 1",43001,Tarragona,Tarragona,"COMERCIALIZACION AL POR MAYOR Y AL POR MENOR DE PRODUCTOS DERIVADOS DEL CANNABIS, TANTO EN TIENDAS FISICAS COMO ONLINE, TALES COMO ACEITES, CREMAS, COSMETICOS, SUPLEMENTOS ALIMENTICIOS, TEXTILES, SEMILLAS Y CUALQUIER OTRO PRODUCTO QUE CONTENGA DERIVADOS DEL CANNABIS.-","3.000,00 Euros",07/03/2025,"41.11793518426512,1.248590375294677",https://www.datoscif.es/empresa/arkano-botanical-luxury-sl
AGRICOLA GAMI SL,+34977844125,"C/ CREU COBERTA, 1",43470,La Selva del Camp,Tarragona,LA ACTIVIDAD AGRICOLA MEDIANTE LA EXPLOTACION DE FINCAS RUSTICAS,"3.000,00 Euros",29/04/2025,"41.21534693391651,1.142200079296762",https://www.datoscif.es/empresa/agricola-gami-sl
SERVICAT INNOVACIONES SL,349771625,"CMNO DE TARRAGONA, 49-LOCAL 2 43204",43204,Reus,Tarragona,"La realización de obras de reforma en generla. La realización de instalaciones de fontanería, carpintería, cerrajería, electricidad, climatización y cualesquiera otras","3.000,00 Euros",06/05/2025,"41.15029944100389,1.126953684791252",https://www.datoscif.es/empresa/servicat-innovaciones-sl
JULIUS INNOVATIONS SL,+34977390436,"VILAFORTUNY, SIN NUMERO PARCELA A23, NAVE 21, 0 43",43480,Vila-seca,Tarragona,Actividades de intermediarios del comercio al por mayor de otros productos específicos. Otro comercio al por menor no especializado. Actividades de los agentes del comercio al por mayor no especializado. Otro comercio al por mayor especializado n.c.o.p.. Comercio al por mayor de productos de perfume,"3.000,00 Euros",23/05/2025,"41.11582415476436,1.156225728703710",https://www.datoscif.es/empresa/julius-innovations-sl
DPG BURGERS SL,+34699742906,"FLORS, 40 Bl.2 0º 1B 43700",43700,El Vendrell,Tarragona,Restaurantes. Servicios de bebidas. Puestos de comidas,"4.400,00 Euros",21/05/2025,"41.21799573584001,1.526929672140716",https://www.datoscif.es/empresa/dpg-burgers-sl
ACTIVECAPITAL VENTURE CAPITAL SL,348221228,"C/ SAN FRANCISCO, 11 38002",38002,Santa Cruz de Tenerife,Santa Cruz de Tenerife,"La actividad principal de la Sociedad corresponde a la actividad de: ""Actividades de sociedades holding"" (C.N.A.E.): 64.21. Tiene por objeto social el desarrollo de las siguientes: (a) La adquisición, tenencia y administración de cualquier forma de acciones, participaciones o valores, etc","3.000,00 Euros",25/04/2025,"28.46755636294571,-16.2495006470031",https://www.datoscif.es/empresa/activecapital-venture-capital-sl
DIVALANGYS SL,+34922570000,"C/ SAN SIMON, 40 38360",38360,El Sauzal,Santa Cruz de Tenerife,"actividad principal la correspondiente con el epígrafe 68.11 Compraventa de Bienes Inmobiliarios por cuenta propia, de la Clasificación Nacional de Actividades Económicas 2025 (CNAE2025): Asimismo, la Sociedad podrá realizar las siguientes actividades: 01 Agricultura, ganadería, caza y servicios rel","458.000,00 Euros",13/05/2025,"28.47054903510594,-16.4350374646964",https://www.datoscif.es/empresa/divalangys-sl
ITALIAN BUILDING REAL ESTATE SL,+34609264194,"AVDA LOS PUEBLOS, 20-CC SAN EUGENIO, LOCAL 93 3866",38660,Adeje,Santa Cruz de Tenerife,"La sociedad tiene por objeto: 1.- 41.01..- Construcción de edificios residenciales. 2.- 68.31..- Servicios de intermediación para actividades inmobiliarias. 3.- La importación, exportación, compra y venta al mayor y al menor, de máquinas, mobiliario y todo tipo de material de oficina., etc","3.000,00 Euros",02/05/2025,"28.07695509126134,-16.7314313141715",https://www.datoscif.es/empresa/italian-building-real-estate-sl
CHARROS ZGZ SL,+34976471859,C/ MANUEL VAZQUEZ MONTALBAN 9 Esc.1 2º C,50016,Zaragoza,Zaragoza,"CMAE 5510. La compra, explotación, administración, arrendamiento no financiero, y, en general, la adquisición, disfrute y enajenación por cualquier título económico o jurídico, de establecimientos de hostelería y comercio en general, y en particular de hoteles, aparta-hoteles, residencias, hostales,","3.000,00 Euros",14/05/2025,"41.67023340553082,-0.83789951065234",https://www.datoscif.es/empresa/charros-zgz-sl
FS AUTOMOTIV SL,+34976112200,"AVDA DE CAMINO DE LAS TORRES 15 - ESCALERA 1ª, 10º",,Zaragoza,Zaragoza,"Siendo el código CNAE de la actividad principal 95.31.- Reparación y mantenimiento de vehículos de motor. Taller de reparación mecánica, chapa y pintura de todo tipo de vehículos, así como todas las actividades que pudieran ser complementarias del mismo. La compraventa de vehículos usados; y los rep","55.000,00 Euros",19/05/2025,,https://www.datoscif.es/empresa/fs-automotiv-sl
ASADOR VALLE DE BROTO 25 SL,+34672093295,C/ VALLE DE BROTO 4 - LOCAL 1,,Zaragoza,Zaragoza,Restaurantes y puestos de comidas. CNAE actividad principal: 56.11 Restaurantes,"3.300,00 Euros",26/05/2025,"41.66715433429557,-0.87361091071386",https://www.datoscif.es/empresa/asador-valle-de-broto-25-sl
AYUDARA GESTION DE AYUDAS SL,+34976714000,C/ NUEVA 13 - CASA 1. PIEDRATAJADA,50616,Piedratajada,Zaragoza,"-La información, estudio, gestión y tramitación de subvenciones y ayudas públicas y privadas de todo tipo, a personas físicas y jurídicas. -La información, tramitación e intermediación en contrataciones con el sector público como licitaciones y formalizaciones de contratos de obras, servicios y sumi","3.000,00 Euros",13/05/2025,"42.12160452600679,-0.80678353534399",https://www.datoscif.es/empresa/ayudara-gestion-de-ayudas-sl
DATEMIND2000 SL,+34976229897,CALLE ANTONIO MAURA Número36 Esc. 1 B,50013,Zaragoza,Zaragoza,Actividades de consultoría informática y gestión de instalaciones informáticas Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones Otras actividades auxiliares a los,"500,00 Euros",01/06/2025,"41.64006717812284,-0.87099962735534",https://www.datoscif.es/empresa/datemind2000-sl
MADALETA SOLUTIONS SL,+34976398014,"C/ ALFONSO I 17 - PLANTA 5º, OFICINA",50003,Zaragoza,Zaragoza,"a).- Las inversiones financieras y mobiliarias y, para ello, la compra, venta y pignoración de toda clase de títulos y valores, sean o no de contratación bursátil, por cuenta propia, quedando expresamente excluidas las actividades reservadas a las instituciones de inversión colectiva, las comprendid","3.000,00 Euros",22/05/2025,"41.65382594645004,-0.88152949383118",https://www.datoscif.es/empresa/madaleta-solutions-sl
HORTICOLA VIDAGRO SL,+34968158818,C/ FRANCISCA UREÑA SANCHEZ 9,,Mazarrón,Murcia,"Cultivo de hortalizas, raíces y tubérculos","3.000,00 Euros",14/05/2025,,https://www.datoscif.es/empresa/horticola-vidagro-sl
MOSSMANTID IBERICA SL,+34914690502,"C/ EDISON, NUMERO 9. POLIGONO INDUSTRIAL SAN MARCO",28906,Getafe,Madrid,"Importación, exportación, distribución, comercialización, compra, venta y reparación de motores y componentes de motor","10.000,00 Euros",12/05/2025,"40.30313397558420,-3.70107224294878",https://www.datoscif.es/empresa/mossmantid-iberica-sl
GAR.VA AUTOMOCION Y CARROCERIA SL,+34916562503,C/ LA SOLANA 30,,Torrejón de Ardoz,Madrid,por objeto principal: a) Mantenimiento y reparación de vehículos de motor. Como actividades secundarias: b) Venta de automóviles y vehículos de motor ligeros. e) Alquiler de automóviles y vehículos de motor ligeros. d) Comercio al por mayor de repuestos y accesorios de vehículos de motor,"1.000,00 Euros",13/03/2025,,https://www.datoscif.es/empresa/gar-va-automocion-y-carroceria-sl
LIMPIEZAS NICJAS SL,+34914440532,C/ GALLUR 503 4 - CASA-472,28047,Madrid,Madrid,"Limpiezas integrales de todo tipo de inmuebles (locales, viviendas, comunidades). Así mismo, forman parte del objeto social las siguientes actividades no principales: - Servicios de estética, belleza y peluquería - Reformas integrales de construcción - Mensajería, reparto y envío de dinero","3.000,00 Euros",27/05/2025,"40.39549678513028,-3.74283774055586",https://www.datoscif.es/empresa/limpiezas-nicjas-sl
OMTA OBRAS SL,+34650244323,C/ NAPOLES 1 1º B,28850,Torrejón de Ardoz,Madrid,"- Otras actividades de construcciónespecializada n.c.o.p - La construcción de edificiosresidenciales. - La construcción de edificios no residenciales. A los efectos de lo dispuesto en el artículo 20 de la Ley 14/2013 de 27 de septiembre de apoyo a los emprendedores y su internacionalización, el códi","3.000,00 Euros",28/05/2025,"40.46243968606538,-3.46423899404150",https://www.datoscif.es/empresa/omta-obras-sl
ACM GROUP ACCELERATOR SL,+34605876613,AVDA PESETA 73 - PUERTA B PLANTA 1,28054,Madrid,Madrid,Actividades de las agencias de publicidad,"3.000,00 Euros",02/06/2025,"40.36260149762348,-3.75295861390104",https://www.datoscif.es/empresa/acm-group-accelerator-sl
BCASFINTECH SPV4 SL,346111427,C/ DOCTOR FLEMING 11 9 A,28036,Madrid,Madrid,"Concesión de financiación (i) al consumo y (ii) a empresarios profesionales, sean personas físicas o jurídicas","3.000,00 Euros",21/05/2025,"40.45629748318201,-3.68863779364283",https://www.datoscif.es/empresa/bcasfintech-spv4-sl
PRICE ARSHAN SL,+34912232644,AVDA GRAN VIA DEL SURESTE 32 Bl.B Ptl.F Esc.3 1º A,28051,Madrid,Madrid,"- La intermediación e instalación de salones o institutos de belleza, gabinetes de estética y consultorios médicos. Aplicación de tratamientos de manicura, faciales y corporales en Institutos do Belleza, gabinetes de estética, cabinas, salones de peluquería, gimnasios y sauna. Realizar operaciones","3.700,00 Euros",24/04/2025,"40.36142992244969,-3.59157583271970",https://www.datoscif.es/empresa/price-arshan-sl
SOLVE IA GRID EUROPE SL,+34916841234,C/ PONZANO 69,28003,Madrid,Madrid,"La sociedad tiene por objeto: 1. Comercialización de servicios de ingeniería y software de gestión. 2. Diseño, desarrollo, integración, comercialización, fabricación y/o realización instalación, garantía, mantenimiento, y reparación de aparatos, equipos y utillaje mecánico, eléctrico, electrónico, a","3.000,00 Euros",21/05/2025,"40.44287784370078,-3.69914692007813",https://www.datoscif.es/empresa/solve-ia-grid-europe-sl
INLIGNO SL,+34644585524,"C/ CAP DE SANT PERE, 9 0º 1",43850,Cambrils,Tarragona,Actividades de intermediación para servicios de apoyo a las empresas n.c.o.p.. Otras actividades de consultoría de gestión empresarial. Otras actividades de apoyo a las empresas n.c.o.p,"25.495,00 Euros",23/05/2025,,https://www.datoscif.es/empresa/inligno-sl
PROCONSER 93 SL,000278451,C/ ALT PENEDES-POLIGONO INDUSTRIAL MOLI D'EN SERRA,43710,Santa Oliva,Tarragona,LA CONSTRUCCION DE EFICIOS RESIDENCIALES.- LA COMPRAVENTA DE BIENES INMOBILIARIOS POR CUENTA PROPIA.- LA PROMOCION INMOBILIARIA.-,"3.000,00 Euros",15/05/2025,"41.23824294769748,1.546867282054117",https://www.datoscif.es/empresa/proconser-93-sl
INMOBILIARIA CASTEMAR 25 SRL,+34964394301,AVDA FERRANDIS SALVADOR 138 BAJO,12560,Benicasim/Benicàssim,Castellón/Castello,"la adquisición y enajenación, por compraventa o por cualquier otro título y arrendamiento no financiero de toda clase de edificios, terrenos y bienes inmuebles en general, por cuenta propia o ajena de todo tipo de terrenos y edificaciones. igualmente, tiene por objeto la realización de cualquier tip","3.000,00 Euros",15/05/2025,"40.03724795938172,0.050377105242685",https://www.datoscif.es/empresa/inmobiliaria-castemar-25-srl
FIBRA PAGES SL,+34972989690,"C/ SANT VICENC, 2 17320",17320,Tossa de Mar,Girona,"La prestación de servicios e instalaciones relativos a tendidos de redes eléctricas y/o telecomunicaciones, así como fibra óptica. La comercialización de servicios de internet y telecomunicaciones. La participación en otras sociedades con idéntico o análogo objeto social","3.000,00 Euros",23/04/2025,"41.72126305571977,2.929377894129829",https://www.datoscif.es/empresa/fibra-pages-sl
BOSCH FAMILY OFFICE SL,+34972460730,"C/-C/ SELVA, 2 17244",17244,Cassà de la Selva,Girona,"La participación en otras empresas, en cualquiera de las formas admitidas en derecho, así como la gestión, dirección y administración de su patrimonio. La compra, la venta, la administración, la gestión, la promoción y explotación en arrendamiento o cualquier otra forma admitida en derecho","5.135.454,00 Euros",23/05/2025,,https://www.datoscif.es/empresa/bosch-family-office-sl
MARES GELMA ENGINYERS SLP,+34931736615,"C/ JOSEP TARRADELLAS, 13 BAJOS-LOCAL 1 17300",17300,Blanes,Girona,La Sociedad tiene por objeto social los servicios técnicos de Ingeniería industrial,"10.000,00 Euros",15/05/2025,"41.66827586589340,2.785301291973812",https://www.datoscif.es/empresa/mares-gelma-enginyers-slp
VOLCANIC CATERING SL,+34972264296,"C/ PINTOR GALWEY, 4 3º 2 17800",17800,Olot,Girona,Organización de convenciones y ferias de muestras.- Actividades recreativas y de entretenimiento n.c.o.p. - Servicios de bebidas. - Restaurantes.- Servicios ocasionales de catering.- Gestión de instalaciones ara actividades artísticas y artes escénicas,"99,00 Euros",29/05/2025,"42.18115304903890,2.485626026262758",https://www.datoscif.es/empresa/volcanic-catering-sl
RECUPRESUR SL,+34900101057,"C/ PINTOR MURILLO, 1-LOCAL",18002,Granada,Granada,Constituye el objeto de la sociedad: 46.64.- Comercio al por mayor de otra maquinaria y equipo. OTRAS ACTIVIDADES. Actividades de apoyo a la agricultura. Actividades de apoyo a otras industrias extractivas. Fabricación de chapas y tableros de madera. Fabricación de sueles de madera ensamblados..,"3.100,00 Euros",02/05/2025,,https://www.datoscif.es/empresa/recupresur-sl
OCEAN ROYAL 2025 SL,248209000,"C/ ARABIAL, 45-CENTRO COMERCIAL NEPTUNO, PLANTA 0,",18182,Granada,Granada,"La sociedad tendrá por objeto las siguientes actividades: Explotación y arrendamiento de embarcaciones con y sin patrón, motos de agua y todo tipo de vehículos náuticos. Organización de actividades náuticas. Servicios de hostelería y catering. Planificación y gestión de eventos. Servicios de..","3.000,00 Euros",07/05/2025,,https://www.datoscif.es/empresa/ocean-royal-2025-sl
MARITIME PRESTIGE SL,349344093,"C/ ARABIAL, 45- CENTRO COMERCIAL NEPTUNO, PLANTA CE",18004,Granada,Granada,"La sociedad tendrá por objeto las siguientes actividades: Compra venta, explotación y arrendamiento de embarcaciones y todo tipo de vehículos náuticos. Organización de actividades náuticas. Compra venta e intermediación en la comercialización de inmuebles así como en el alquiler de propiedades..","3.000,00 Euros",07/05/2025,"37.16843945760795,-3.60788993828938",https://www.datoscif.es/empresa/maritime-prestige-sl
QUANTUM JUPITER SL,+34917027288,"C/ ZURBANO 45 - 1ª PLANTA, ATRIUM ZURBANO",28010,Madrid,Madrid,"PROMOCION INMOBILIARIA, ALQUILER DE BIENES INMOBILIARIAS POR CUENTA PROPIA. SERVICIOS DE INTERMEDIACION PARA ACTIVIDADES INMOBILIARIAS. OTRAS ACTIVIDADES INMOBILIARIAS POR CUENTA DE TERCEROS","3.000,00 Euros",13/05/2025,"40.43414656109324,-3.69348145806834",https://www.datoscif.es/empresa/quantum-jupiter-sl
ROAD SEA GROUP SL,574883030,"C/ ALMAGRO 23,1º 28010",28010,Madrid,Madrid,Actividades de sociedades holding y de sociedades instrumentales de financiación,"3.000,00 Euros",14/05/2025,"40.43130532155166,-3.69244014122419",https://www.datoscif.es/empresa/road-sea-group-sl
VELA 360 SL,349169550,C/ PRINCIPE DE VERGARA 117 - 2-A,28002,Madrid,Madrid,"La prestación de servicios de consultoría de gestión empresarial, es decir, de asesoramiento, orientación y asistencia prestados a las empresas y otras organizaciones en materia de administración como, por ejemplo, la planificación estratégica y organizativa de la empresa, la ingeniería de procesos","3.000,00 Euros",08/05/2025,"40.44075603477017,-3.67930825160667",https://www.datoscif.es/empresa/vela-360-sl
FUJI INVESTMENT COMPANY SL,+34934511515,AVDA DOCTOR ARCE 14,28002,Madrid,Madrid,"a) la constitución, participación por sí misma o de forma indirecta en la gestión y control de otras empresas y sociedades; b) la adquisición, enajenación, tenencia y explotación y logística de bienes muebles e inmuebles; y valores, en general quedando excluidas las actividades que la legislación..","3.000,00 Euros",23/04/2025,"40.44637224189050,-3.68151379249878",https://www.datoscif.es/empresa/fuji-investment-company-sl
SENDA DIGITAL SL,+34916393012,C/ MARIA DE LAS MERCEDES DE BORBON 110 5º C,28055,Madrid,Madrid,LA PRESTACION DE SERVICIOS DE FORMA DIGITAL RELACIONADOS CON LA PERDIDA DE SOBREPESO Y DE OBESIDAD:,"3.000,00 Euros",08/05/2025,"40.49319855556727,-3.61282750948407",https://www.datoscif.es/empresa/senda-digital-sl
SUELO VIAS AHIJONES SL,+34913013379,C/ FERRAZ 55 - 5º IZQUIERDA,28008,Madrid,Madrid,"La promoción, gestión, comercialización, desarrollo y alquiler de todo tipo de operaciones inmobiliarias y urbanísticas, por sí misma o a través de terceros","3.000,00 Euros",19/05/2025,"40.43005292051206,-3.72129888228011",https://www.datoscif.es/empresa/suelo-vias-ahijones-sl
INFRAESTRUCTURAS Y PROYECTOS CIVILES SL,346960548,AVDA DE LA VICTORIA 140 BAJO A,28040,Madrid,Madrid,"LA EJECUCION, RESTAURACION, REMODELACION Y DESARROLLO DE TODO TIPO DE OBRAS CIVILES","3.000,00 Euros",11/04/2025,"40.43687150725515,-3.72129463732921",https://www.datoscif.es/empresa/infraestructuras-y-proyectos-civiles-sl
SUELO VIAS BERROCALES SL,+34913052868,C/ FERRAZ 55 - 5º IZQUIERDA,28008,Madrid,Madrid,"La promoción, gestión, comercialización, desarrollo y alquiler de todo tipo de operaciones inmobiliarias y urbanísticas, por sí misma o a través de terceros","3.000,00 Euros",19/05/2025,"40.43005292051206,-3.72129888228011",https://www.datoscif.es/empresa/suelo-vias-berrocales-sl
BABIL CLARO SL,+34661161160,CALLE DE LA CORDOBESA Número29 1,29010,Málaga,Málaga,Actividades de los centros de llamadas. Otras actividades de impresión y artes gráficas. Actividades de las agencias de publicidad. Estudios de mercado y realización de encuestas de opinión pública,"3.000,00 Euros",10/06/2025,"36.73048670631614,-4.45082631169611",https://www.datoscif.es/empresa/babil-claro-sl
PROF INVEST ESTATE SL,+34951823044,AVDA OLA FLORES 2 - URBANIZACION ANDALUCIA DEL MAR,29660,Marbella,Málaga,"Constituye el objeto social el ejercicio de las siguientes actividades, siendo la principal la consignada en primer lugar junto con el C.N.A.E. que le corresponde: CNAE actividad principal: 41.01.  Construcción de edificios residenciales. CNAE actividad secundaria: 68.32. Otras actividades Inmobiliar","3.000,00 Euros",15/04/2025,"36.48739043752440,-4.96164319054942",https://www.datoscif.es/empresa/prof-invest-estate-sl
KJAER DECOR SL,+34968402856,C/ SEVERO OCHOA 49 - PARQUE EMPRESARIAL DE LOS ALC,30890,Puerto Lumbreras,Murcia,"Constituye el objetos social: Furniture sotre; Tienda gourmet; Alquiler de oficinas. Principal actividad: Comercio al por menor de muebles, aparatos de iluminación, vajilla y otros artículos de uso domestico","3.000,00 Euros",09/05/2025,"37.55807457983718,-1.81076923250976",https://www.datoscif.es/empresa/kjaer-decor-sl
INVERSIONES PROARC SL,+34918315477,C/ FUENSANTA 49 - ALJUCER.,30100,Murcia,Murcia,"Constituye el objeto social: a).- La adquisición, explotación y enajenación, por cuenta propia o ajena de toda clase de bienes inmuebles (incluidos terrenos), su urbanización y parcelación, la construcción de edificios de toda clase, bien directamente o por medio de contratistas o subcontratistas; e","3.000,00 Euros",16/04/2025,"37.84994049301058,-0.94234841570279",https://www.datoscif.es/empresa/inversiones-proarc-sl
RAICES DE OLIVO SL,+34868085846,PLAZA PARROCO ANDRES CANOVAS 6 - TORRE PECHECO,30591,Torre-Pacheco,Murcia,"La explotación de cafeterías, bares y servicios de restauración, tanto en instalaciones propias como en alquiler. La gestión de centros ecuestres y la enseñanza de la equitación. El alojamiento, cuidado, alimentación y entrenamiento de caballos de terceros (pupilaje). La organización de actividades","3.000,00 Euros",19/05/2025,,https://www.datoscif.es/empresa/raices-de-olivo-sl
ULVI PATRIMONIO SL,130513213,AVDA JUAN CARLOS I 89 3º C - ZENETA,30590,Murcia,Murcia,Alquiler de bienes inmobiliarios por cuenta propia. Promoción inmobiliaria,"3.000,00 Euros",08/10/2024,"38.01291767135302,-1.15398867467389",https://www.datoscif.es/empresa/ulvi-patrimonio-sl
JJ WOW FIT SL,+34677357110,C/ ESTACION DE LORCA 2 Esc.1 7,30820,Alcantarilla,Murcia,Actividad principal: Actividades deportivas n.c.o.p. Otras actividades: Actividades de otras especialidades médicas,"3.006,00 Euros",10/06/2025,"37.96740585025807,-1.21517801538842",https://www.datoscif.es/empresa/jj-wow-fit-sl
JVG RE ESTATE SL,+34999191728,URB VENEZIOLA 65 - LA MANGA DEL MAR MENOR,30380,San Javier,Murcia,"Compraventa de bienes inmobiliarios por cuenta propia. Las actividades inmobiliarias, la promoción, venta de solares, parcelas, edificios, viviendas y locales; la administración y arrendamientos de bienes inmuebles, así como los servicios de administración, custodia, gestión y venta, y la intermedia","3.000,00 Euros",24/04/2025,,https://www.datoscif.es/empresa/jvg-re-estate-sl
OBERTURA PRODUCCIONES SL,+34968908091,C/ ANTOÑIN DE BOXERAS 2 3 D,,Murcia,Murcia,"La composición, creación, desarrollo, edición, producción y comercialización deobras artísticas en el ámbito de la música, el teatro, el cine y otras artes escénicas y audiovisuales, tanto en soporte físico como digital. La organización, producción, promoción, representación, gestión técnica y artí","3.500,00 Euros",23/05/2025,,https://www.datoscif.es/empresa/obertura-producciones-sl
HACIENDA ALEDO SL,+34968477018,C/ JARA CARRILLO 1 1 BD,30004,Murcia,Murcia,"La compraventa de fincas rústicas y urbanas, su urbanización, promoción, construcción, gestión, arrendamiento y explotación inmobiliaria y agropecuaria por cualquier titulo, asi como toda clase de inversiones inmobiliarias. Si algunas de las actividades integrantes del objeto social fuesen de algún","4.000,00 Euros",21/05/2025,"37.98325407963306,-1.13247749057330",https://www.datoscif.es/empresa/hacienda-aledo-sl
WANTEDFORCODE SL,+34900202202,C/ SAN MIGUEL 3 Esc.9 2 B,29640,Fuengirola,Málaga,Actividad principal: 62.20 / Actividades de consultoría informática y gestión de instalaciones informáticas,"500,00 Euros",01/06/2025,"36.52913298534946,-4.63399421302034",https://www.datoscif.es/empresa/wantedforcode-sl
BARON PERITACIONES SL,+34644531420,CALLE ORENSE Número54,30300,Cartagena,Murcia,Actividad principal: Evaluación de riesgos y daños. Otras actividades: Actividades de las agencias de publicidad,"3.000,00 Euros",02/06/2025,"37.62345196296650,-0.99340636536203",https://www.datoscif.es/empresa/baron-peritaciones-sl
ILASTEC SOFTWARE SL,349852692,"C/ PEREZ DE AYALA 3º, 1 OFICINAS 12/13, 3 2º OFICI",33007,Oviedo,Asturias,"CNAE: 62. Programación, consultoría y otras actividades relacionadas con la informática. En aquellas actividades que tuvieran carácter profesional la sociedad actuará como intermediaria.  Objeto:Desarrollo y comercialización de programas informáticos para empresas y páginas web; consultoría de servic","14.200,00 Euros",07/05/2025,"43.35718044286308,-5.85051590481820",https://www.datoscif.es/empresa/ilastec-software-sl
TOOLKIT CHILD SL,079774402,"LUGAR LA LLORAL, 26 33191",33191,Oviedo,Asturias,CNAE: 6290. Otros servicios relacionados con las tecnologías de la información y la informática. En aquellas actividades que tuvieran carácter profesional la sociedad actuará como intermediaria,"3.000,00 Euros",09/06/2025,"43.36095971351400,-5.90510500077067",https://www.datoscif.es/empresa/toolkit-child-sl
NONO HERRAMIENTAS TECNOLOGICAS SL,+34966110557,Not available,,-,Pontevedra,"Fabricación de otras máquinas y herramientas. Actividades de programación informática. Proceso de datos, hosting y actividades relacionadas. Formación. Reparación de maquinaria. Instalación de maquinaria y equipos industriales. Investigación y desarrollo experimental en ingeniería y tecnología","10.000,00 Euros",29/04/2025,,https://www.datoscif.es/empresa/nono-herramientas-tecnologicas-sl
ACHEGA PSICOLOXIA SL,+34986115947,AVDA DE FRAGOSO 6 1º B,36210,Vigo,Pontevedra,"-psicología tanto sanitaria como no sanitaria y laboral (actividad principal). - Psiquiatría. - Psicopedagogía. - Formación tanto a familias, entidades y particulares como a profesionales. - Educación social. - Trabajo social. - Reeducación del lenguaje. - Investigación en ciencias de la salud. - Te","3.120,00 Euros",16/04/2025,"42.22008861045137,-8.73334596453908",https://www.datoscif.es/empresa/achega-psicoloxia-sl
LAVANDERIA PEREZ 2025 SL,+34922428247,"C/ GENERAL, 32 38730",38730,Villa de Mazo,Santa Cruz de Tenerife,"ARTICULO 3.- OBJETO SOCIAL: Constituye el objeto de la sociedad: Actividad principal: CNAE 96.1 - Lavado y limpieza de prendas de tela y de piel. Además, podrá desarrollar las siguientes actividades: 1.- Los servicios de lavandería, y autoservicio de lavandería, y de toda clase de prestaciones de se","46.000,00 Euros",22/04/2025,"28.60597709655287,-17.7794279044103",https://www.datoscif.es/empresa/lavanderia-perez-2025-sl
MONTAÑA ROJA 2025 SL,+34922293308,"C/ EL PILAR, 5-PLANTA 5ª, OFICINA 16 38002",38002,Santa Cruz de Tenerife,Santa Cruz de Tenerife,"1.- Construcción de edificios residenciales. 2.- Promoción inmobiliaria. 3.- La promoción, ordenación, urbanización y parcelación de terrenos propios o ajenos mediante la realización de actuaciones urbanísticas, así como las obras, construcciones, instalaciones, servicios o cualesquiera otras activi","150.000,00 Euros",23/04/2025,,https://www.datoscif.es/empresa/montana-roja-2025-sl
CASA SOL Y OMBRA SL,+34670749580,"C/ OGALLO, 25-CHIO 38689",,Granadilla de Abona,Santa Cruz de Tenerife,"Actividad principal la correspondiente con el epígrafe ""56.11 Restaurantes"" de la Clasificación Nacional de Actividades Económicas 2025 (CNAE-2025): Asimismo, la Sociedad podrá realizar las siguientes actividades: 01 Agricultura, ganadería, caza y servicios relacionados con las mismas. 02 Silvicultu","3.000,00 Euros",16/05/2025,,https://www.datoscif.es/empresa/casa-sol-y-ombra-sl
